transaction_id,timestamp,sender_account_id,receiver_account_id,amount,currency,transaction_type,status,anomaly_flag,anomaly_score,ml_pattern_metadata,synthetic_flag,data_origin,source_dataset,source_record_reference,confidence,scenario_id
TXN-00005399,2024-10-25T22:18:34,ACC-013737,ACC-017525,2189.16,INR,payment,completed,true,0.847296,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00005899,2024-10-08T18:13:08,ACC-013737,ACC-017525,1175.04,INR,transfer,completed,true,0.952869,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00006399,2025-07-30T07:29:27,ACC-013737,ACC-017525,1102.53,INR,transfer,completed,true,0.977619,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00006899,2024-02-01T00:57:30,ACC-013737,ACC-017525,453.95,INR,withdrawal,completed,true,0.914125,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00007399,2025-02-02T13:17:23,ACC-013737,ACC-017525,1810.33,INR,deposit,completed,true,0.903304,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00007899,2025-11-08T03:38:54,ACC-013737,ACC-017525,2398.59,INR,deposit,pending,true,0.934644,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00008399,2025-12-07T11:14:55,ACC-013737,ACC-017525,1266.95,INR,transfer,completed,true,0.914402,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00008899,2024-10-05T05:26:16,ACC-013737,ACC-017525,3342.59,INR,payment,completed,true,0.897778,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00009399,2025-11-14T16:38:55,ACC-013737,ACC-017525,16537.59,INR,payment,completed,true,0.898527,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00009899,2024-07-24T21:16:33,ACC-013737,ACC-017525,346.5,INR,payment,pending,true,0.830045,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00010399,2025-04-20T20:05:05,ACC-013737,ACC-017525,2374.02,INR,payment,completed,true,0.924503,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00010899,2024-06-21T12:14:23,ACC-013737,ACC-017525,5425.11,INR,deposit,completed,true,0.936659,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00011399,2025-06-20T07:51:29,ACC-013737,ACC-017525,781.47,INR,withdrawal,completed,true,0.962914,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00011899,2025-12-21T13:49:08,ACC-013737,ACC-017525,3544.61,INR,deposit,completed,true,0.963808,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00012399,2024-02-09T01:42:07,ACC-013737,ACC-017525,522.32,INR,deposit,pending,true,0.825377,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00012899,2024-05-31T11:02:38,ACC-013737,ACC-017525,944.65,INR,withdrawal,completed,true,0.829349,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00013399,2024-01-25T15:52:50,ACC-013737,ACC-017525,1034.49,INR,transfer,completed,true,0.930737,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00013899,2024-07-01T06:07:47,ACC-013737,ACC-017525,1152.55,INR,withdrawal,completed,true,0.9269,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00014399,2025-11-14T00:50:46,ACC-013737,ACC-017525,3767.67,INR,transfer,pending,true,0.968561,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00014899,2025-10-26T02:19:14,ACC-013737,ACC-017525,1542.05,INR,transfer,completed,false,0.8105,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00015399,2024-09-03T05:44:39,ACC-013737,ACC-017525,596.91,INR,payment,completed,true,0.850988,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00015899,2025-09-02T05:37:52,ACC-013737,ACC-017525,6246.62,INR,transfer,completed,true,0.878764,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00016399,2024-08-03T16:47:11,ACC-013737,ACC-017525,2730.93,INR,withdrawal,completed,true,0.857875,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00016899,2025-07-30T21:20:12,ACC-013737,ACC-017525,1374.49,INR,payment,completed,true,0.876774,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00017399,2024-01-15T01:27:16,ACC-013737,ACC-017525,1185.38,INR,deposit,pending,true,0.881122,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00017899,2024-01-09T00:34:43,ACC-013737,ACC-017525,95.36,INR,transfer,pending,true,0.874403,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00018399,2025-02-16T23:41:21,ACC-013737,ACC-017525,380.45,INR,withdrawal,completed,true,0.881652,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00018899,2024-06-10T11:07:09,ACC-013737,ACC-017525,341.81,INR,transfer,completed,true,0.945473,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00019399,2024-06-30T10:06:23,ACC-013737,ACC-017525,1152.72,INR,withdrawal,completed,true,0.95797,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00019899,2024-09-13T03:54:32,ACC-013737,ACC-017525,366.9,INR,payment,completed,true,0.966987,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00020399,2024-01-28T22:46:00,ACC-013737,ACC-017525,433.96,INR,payment,completed,true,0.88221,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00020899,2025-01-12T15:44:53,ACC-013737,ACC-017525,3070.32,INR,transfer,completed,true,0.854987,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00021399,2025-07-22T15:30:28,ACC-013737,ACC-017525,2334.24,INR,deposit,completed,false,0.800884,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00021899,2024-07-21T11:15:33,ACC-013737,ACC-017525,1565.13,INR,payment,completed,true,0.867167,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00022399,2025-03-16T21:04:38,ACC-013737,ACC-017525,1990.5,INR,transfer,completed,true,0.924941,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00022899,2025-08-18T19:30:44,ACC-013737,ACC-017525,2102.2,INR,deposit,completed,true,0.891303,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00023399,2025-12-03T08:29:44,ACC-013737,ACC-017525,1737.99,INR,payment,completed,false,0.813685,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00023899,2024-08-12T21:13:18,ACC-013737,ACC-017525,629.54,INR,withdrawal,completed,true,0.872829,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00024399,2025-07-07T00:06:12,ACC-013737,ACC-017525,4521.12,INR,payment,pending,true,0.882146,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00024899,2025-01-24T08:03:42,ACC-013737,ACC-017525,2044.24,INR,payment,completed,true,0.83681,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00025399,2025-09-05T05:05:33,ACC-013737,ACC-017525,386.01,INR,transfer,completed,true,0.831699,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00025899,2024-08-17T14:31:08,ACC-013737,ACC-017525,2133.81,INR,transfer,pending,true,0.886578,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00026399,2025-12-24T20:57:45,ACC-013737,ACC-017525,407.98,INR,transfer,pending,true,0.920309,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00026899,2025-06-10T17:37:09,ACC-013737,ACC-017525,4686.68,INR,payment,completed,true,0.984731,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00027399,2024-09-11T09:10:54,ACC-013737,ACC-017525,760.86,INR,withdrawal,pending,false,0.814233,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00027899,2025-10-10T15:14:21,ACC-013737,ACC-017525,2524.03,INR,transfer,pending,true,0.921787,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00028399,2024-04-15T04:11:32,ACC-013737,ACC-017525,1489.03,INR,payment,completed,true,0.889859,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00028899,2025-04-19T07:02:06,ACC-013737,ACC-017525,1064.23,INR,payment,completed,true,0.837962,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00029399,2024-08-04T07:55:54,ACC-013737,ACC-017525,1890.04,INR,withdrawal,completed,true,0.958353,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00029899,2025-07-02T00:38:35,ACC-013737,ACC-017525,766.49,INR,payment,completed,true,0.93311,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00030399,2024-10-13T09:38:10,ACC-013737,ACC-017525,5363.62,INR,payment,pending,true,0.83537,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00030899,2025-03-17T20:35:28,ACC-013737,ACC-017525,1404.57,INR,payment,completed,false,0.80385,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00031399,2024-12-17T13:01:49,ACC-013737,ACC-017525,4845.76,INR,withdrawal,completed,true,0.94223,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00031899,2024-11-23T05:51:54,ACC-013737,ACC-017525,858.95,INR,payment,completed,false,0.803488,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00032399,2024-01-18T07:30:15,ACC-013737,ACC-017525,1287.38,INR,payment,completed,false,0.812352,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00032899,2024-03-17T16:14:58,ACC-013737,ACC-017525,853.87,INR,transfer,completed,true,0.959646,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00033399,2025-04-21T20:03:53,ACC-013737,ACC-017525,1690.45,INR,withdrawal,completed,true,0.869554,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00033899,2025-07-25T10:45:37,ACC-013737,ACC-017525,930.35,INR,deposit,completed,true,0.892194,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00034399,2025-11-17T01:05:42,ACC-013737,ACC-017525,1624.84,INR,transfer,pending,true,0.891876,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00034899,2024-11-21T20:22:09,ACC-013737,ACC-017525,879.93,INR,deposit,completed,true,0.939174,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00035399,2025-10-26T11:55:22,ACC-013737,ACC-017525,3050.92,INR,withdrawal,completed,true,0.896197,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00035899,2024-04-28T21:06:04,ACC-013737,ACC-017525,2755.17,INR,withdrawal,completed,true,0.829281,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00036399,2025-04-29T14:36:00,ACC-013737,ACC-017525,369.12,INR,transfer,completed,true,0.923677,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00036899,2025-02-25T06:11:09,ACC-013737,ACC-017525,1625.79,INR,deposit,completed,true,0.827085,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00037399,2025-11-12T01:29:34,ACC-013737,ACC-017525,1135.09,INR,transfer,completed,true,0.981041,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00037899,2024-01-25T09:07:07,ACC-013737,ACC-017525,929.02,INR,deposit,pending,true,0.8885,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00038399,2025-02-14T12:37:39,ACC-013737,ACC-017525,732.81,INR,withdrawal,completed,true,0.847069,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00038899,2025-08-31T03:49:34,ACC-013737,ACC-017525,1657.25,INR,payment,completed,true,0.95382,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00039399,2024-06-08T06:25:49,ACC-013737,ACC-017525,755.87,INR,payment,completed,true,0.934177,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00039899,2024-07-31T22:57:54,ACC-013737,ACC-017525,2335.26,INR,transfer,completed,true,0.980712,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00040399,2024-01-04T22:21:37,ACC-013737,ACC-017525,7573.48,INR,transfer,completed,true,0.834104,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00040899,2025-05-12T06:08:32,ACC-013737,ACC-017525,1707.02,INR,withdrawal,completed,true,0.966236,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00041399,2025-08-17T10:29:04,ACC-013737,ACC-017525,935.37,INR,withdrawal,completed,true,0.921027,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00041899,2024-10-22T09:42:46,ACC-013737,ACC-017525,419.76,INR,deposit,completed,false,0.817036,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00042399,2025-02-18T06:13:19,ACC-013737,ACC-017525,561.87,INR,payment,completed,true,0.89603,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00042899,2025-06-19T03:38:40,ACC-013737,ACC-017525,2139.56,INR,payment,completed,true,0.951203,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00043399,2024-06-15T20:42:31,ACC-013737,ACC-017525,5236.49,INR,payment,completed,true,0.983135,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00043899,2025-10-19T00:32:36,ACC-013737,ACC-017525,621.74,INR,withdrawal,completed,true,0.93573,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00044399,2024-01-06T18:03:55,ACC-013737,ACC-017525,207.21,INR,payment,completed,true,0.901157,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00044899,2024-01-13T01:43:56,ACC-013737,ACC-017525,836.25,INR,transfer,pending,true,0.871454,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00045399,2025-04-29T14:38:07,ACC-013737,ACC-017525,447.87,INR,transfer,completed,true,0.986899,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00045899,2025-03-18T05:59:15,ACC-013737,ACC-017525,957.39,INR,deposit,pending,true,0.949947,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00046399,2024-06-30T05:42:28,ACC-013737,ACC-017525,37447.91,INR,transfer,completed,true,0.952452,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00046899,2024-11-22T01:52:54,ACC-013737,ACC-017525,1213.85,INR,payment,completed,true,0.843774,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00047399,2024-09-04T11:19:50,ACC-013737,ACC-017525,1619.91,INR,withdrawal,completed,true,0.853207,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00047899,2024-03-22T17:59:48,ACC-013737,ACC-017525,1448.62,INR,deposit,completed,true,0.986537,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00048399,2024-04-27T12:17:34,ACC-013737,ACC-017525,307.38,INR,payment,pending,true,0.842045,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00048899,2024-03-11T09:16:32,ACC-013737,ACC-017525,664.13,INR,transfer,completed,true,0.971879,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00049399,2025-09-05T16:23:21,ACC-013737,ACC-017525,881.04,INR,payment,completed,false,0.811585,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00049899,2025-05-11T12:04:26,ACC-013737,ACC-017525,1140.49,INR,withdrawal,completed,true,0.982002,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00050399,2025-09-26T17:35:31,ACC-013737,ACC-017525,1527.89,INR,withdrawal,completed,true,0.976454,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00050899,2025-11-14T07:06:43,ACC-013737,ACC-017525,1256.84,INR,transfer,completed,true,0.840561,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00051399,2025-01-15T02:15:14,ACC-013737,ACC-017525,3826.17,INR,transfer,pending,true,0.925925,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00051899,2025-09-02T21:44:38,ACC-013737,ACC-017525,10626.96,INR,transfer,completed,true,0.861853,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00052399,2025-03-19T07:54:11,ACC-013737,ACC-017525,1590.92,INR,deposit,completed,true,0.928849,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00052899,2024-08-21T02:29:58,ACC-013737,ACC-017525,781.07,INR,transfer,completed,true,0.838699,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00053399,2024-02-11T11:29:49,ACC-013737,ACC-017525,3593.06,INR,transfer,completed,true,0.839562,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00053899,2024-03-23T03:43:22,ACC-013737,ACC-017525,1000.55,INR,deposit,completed,true,0.972739,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00054399,2024-09-01T17:10:46,ACC-013737,ACC-017525,1208.09,INR,deposit,completed,true,0.849447,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00054899,2024-11-07T09:16:46,ACC-013737,ACC-017525,2463.74,INR,transfer,completed,true,0.943947,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00055399,2025-09-09T21:53:38,ACC-013737,ACC-017525,4156.75,INR,deposit,completed,true,0.923929,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00055899,2024-05-13T18:12:32,ACC-013737,ACC-017525,1069.24,INR,deposit,completed,true,0.874294,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00056399,2024-10-02T09:18:07,ACC-013737,ACC-017525,597.16,INR,withdrawal,completed,true,0.843841,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00056899,2025-12-30T06:44:08,ACC-013737,ACC-017525,1064.56,INR,payment,pending,true,0.914257,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00057399,2024-12-02T21:23:57,ACC-013737,ACC-017525,1061.31,INR,withdrawal,pending,true,0.941177,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
TXN-00057899,2024-12-12T22:08:04,ACC-013737,ACC-017525,1044.14,INR,payment,completed,true,0.826046,"{""synthetic_pattern"": true, ""pattern_family"": ""fin""}",true,SYNTHETIC,,,MEDIUM,SCN-FIN-1591
