communication_id,timestamp,event_type,source_person_id,target_person_id,source_phone_id,target_phone_id,source_device_id,target_device_id,location_id,duration_or_volume,data_origin,source_dataset,source_record_reference,Synthetic_Flag,Source_Dataset,Generation_Batch_ID,Confidence_Level,Provenance_Mode,Audit_Reference
COM-00000048,2025-10-02T08:38:34,call,PER-003295,PER-003299,,,,,LOC-004400,45.08,SYNTHETIC,,,true,,SCN-COM-0187,Medium,synthetic-design,AUDIT-communication_events-COM-00000048
COM-00000049,2025-09-25T23:11:49,data,PER-003393,PER-003423,,,,,LOC-002572,43.3,SYNTHETIC,,,true,,SCN-COM-0192,Medium,synthetic-design,AUDIT-communication_events-COM-00000049
COM-00000050,2024-01-01T03:12:24,message,PER-003492,PER-003568,,,,,LOC-007472,4.73,SYNTHETIC,,,true,,SCN-COM-0197,Medium,synthetic-design,AUDIT-communication_events-COM-00000050
COM-00000051,2025-09-01T16:07:01,call,PER-000984,PER-001007,,,,,LOC-000542,41.72,SYNTHETIC,,,true,,SCN-MIXED-0055,Medium,synthetic-design,AUDIT-communication_events-COM-00000051
COM-00000052,2024-07-24T19:36:41,message,PER-003643,PER-003644,,,,,LOC-001728,116.98,SYNTHETIC,,,true,,SCN-COM-0202,Medium,synthetic-design,AUDIT-communication_events-COM-00000052
COM-00000053,2025-10-16T00:08:42,call,PER-003702,PER-003723,,,,,LOC-007605,333.03,SYNTHETIC,,,true,,SCN-COM-0207,Medium,synthetic-design,AUDIT-communication_events-COM-00000053
COM-00000054,2025-12-18T16:06:39,call,PER-003800,PER-003803,,,,,LOC-007310,66.32,SYNTHETIC,,,true,,SCN-COM-0212,Medium,synthetic-design,AUDIT-communication_events-COM-00000054
COM-00000055,2024-03-31T23:28:46,message,PER-003890,PER-003897,,,,,LOC-000217,18.02,SYNTHETIC,,,true,,SCN-COM-0217,Medium,synthetic-design,AUDIT-communication_events-COM-00000055
COM-00000056,2025-11-18T20:07:43,call,PER-001085,PER-001098,,,,,LOC-004478,78.74,SYNTHETIC,,,true,,SCN-MIXED-0060,Medium,synthetic-design,AUDIT-communication_events-COM-00000056
COM-00000057,2025-12-29T05:15:11,message,PER-004011,PER-004024,,,,,LOC-007250,340.11,SYNTHETIC,,,true,,SCN-COM-0222,Medium,synthetic-design,AUDIT-communication_events-COM-00000057
COM-00000058,2024-07-20T12:46:51,sms,PER-004068,PER-004069,,,,,LOC-002719,89.08,SYNTHETIC,,,true,,SCN-COM-0227,Medium,synthetic-design,AUDIT-communication_events-COM-00000058
COM-00000059,2024-05-18T18:58:49,sms,PER-004163,PER-004167,,,,,LOC-007598,355.83,SYNTHETIC,,,true,,SCN-COM-0232,Medium,synthetic-design,AUDIT-communication_events-COM-00000059
COM-00000060,2025-10-20T00:15:41,sms,PER-004231,PER-004245,,,,,LOC-000549,114.46,SYNTHETIC,,,true,,SCN-COM-0237,Medium,synthetic-design,AUDIT-communication_events-COM-00000060
COM-00000061,2024-09-20T01:34:21,call,PER-001138,PER-001146,,,,,LOC-001393,6.45,SYNTHETIC,,,true,,SCN-MIXED-0065,Medium,synthetic-design,AUDIT-communication_events-COM-00000061
COM-00000062,2025-03-14T02:56:50,data,PER-004285,PER-004288,,,,,LOC-003587,126.7,SYNTHETIC,,,true,,SCN-COM-0242,Medium,synthetic-design,AUDIT-communication_events-COM-00000062
COM-00000063,2025-04-24T05:56:06,data,PER-004389,PER-004391,,,,,LOC-004104,40.09,SYNTHETIC,,,true,,SCN-COM-0247,Medium,synthetic-design,AUDIT-communication_events-COM-00000063
COM-00000064,2025-03-28T16:04:16,data,PER-004463,PER-004481,,,,,LOC-008914,136.21,SYNTHETIC,,,true,,SCN-COM-0252,Medium,synthetic-design,AUDIT-communication_events-COM-00000064
COM-00000065,2024-04-29T23:00:47,call,PER-004581,PER-004582,,,,,LOC-005682,231.63,SYNTHETIC,,,true,,SCN-COM-0257,Medium,synthetic-design,AUDIT-communication_events-COM-00000065
COM-00000066,2025-12-15T15:04:12,call,PER-001189,PER-001198,,,,,LOC-006582,103.57,SYNTHETIC,,,true,,SCN-MIXED-0070,Medium,synthetic-design,AUDIT-communication_events-COM-00000066
COM-00000067,2024-07-05T10:15:15,sms,PER-004647,PER-004669,,,,,LOC-008666,36.17,SYNTHETIC,,,true,,SCN-COM-0262,Medium,synthetic-design,AUDIT-communication_events-COM-00000067
COM-00000068,2025-05-13T00:24:23,call,PER-004728,PER-004747,,,,,LOC-000991,12.81,SYNTHETIC,,,true,,SCN-COM-0267,Medium,synthetic-design,AUDIT-communication_events-COM-00000068
COM-00000069,2024-07-24T07:41:53,call,PER-004808,PER-004836,,,,,LOC-003920,129.04,SYNTHETIC,,,true,,SCN-COM-0272,Medium,synthetic-design,AUDIT-communication_events-COM-00000069
COM-00000070,2025-06-20T20:12:11,sms,PER-004923,PER-004936,,,,,LOC-008472,39.15,SYNTHETIC,,,true,,SCN-COM-0277,Medium,synthetic-design,AUDIT-communication_events-COM-00000070
COM-00000071,2024-04-27T06:29:53,call,PER-001283,PER-001295,,,,,LOC-006967,57.44,SYNTHETIC,,,true,,SCN-MIXED-0075,Medium,synthetic-design,AUDIT-communication_events-COM-00000071
COM-00000072,2024-10-17T07:30:00,sms,PER-005074,PER-005079,,,,,LOC-007570,107.32,SYNTHETIC,,,true,,SCN-COM-0282,Medium,synthetic-design,AUDIT-communication_events-COM-00000072
COM-00000073,2024-03-07T00:49:00,data,PER-005151,PER-005152,,,,,LOC-005903,41.06,SYNTHETIC,,,true,,SCN-COM-0287,Medium,synthetic-design,AUDIT-communication_events-COM-00000073
COM-00000074,2024-05-03T02:53:06,sms,PER-005246,PER-005260,,,,,LOC-007025,62.47,SYNTHETIC,,,true,,SCN-COM-0292,Medium,synthetic-design,AUDIT-communication_events-COM-00000074
COM-00000075,2025-05-30T20:25:57,sms,PER-005301,PER-005303,,,,,LOC-001617,278.42,SYNTHETIC,,,true,,SCN-COM-0297,Medium,synthetic-design,AUDIT-communication_events-COM-00000075
COM-00000076,2024-01-14T19:03:27,sms,PER-001352,PER-001366,,,,,LOC-009027,245.67,SYNTHETIC,,,true,,SCN-MIXED-0080,Medium,synthetic-design,AUDIT-communication_events-COM-00000076
COM-00000077,2025-10-30T08:10:33,data,PER-005377,PER-005381,,,,,LOC-009875,55.54,SYNTHETIC,,,true,,SCN-COM-0302,Medium,synthetic-design,AUDIT-communication_events-COM-00000077
COM-00000078,2024-06-24T20:35:43,data,PER-005532,PER-005534,,,,,LOC-009834,25.53,SYNTHETIC,,,true,,SCN-COM-0307,Medium,synthetic-design,AUDIT-communication_events-COM-00000078
COM-00000079,2024-01-27T19:00:38,sms,PER-005633,PER-005641,,,,,LOC-001565,381.27,SYNTHETIC,,,true,,SCN-COM-0312,Medium,synthetic-design,AUDIT-communication_events-COM-00000079
COM-00000080,2025-09-22T00:39:55,sms,PER-005783,PER-005807,,,,,LOC-003890,206.11,SYNTHETIC,,,true,,SCN-COM-0317,Medium,synthetic-design,AUDIT-communication_events-COM-00000080
COM-00000081,2025-11-04T18:31:33,sms,PER-001445,PER-001455,,,,,LOC-005763,9.22,SYNTHETIC,,,true,,SCN-MIXED-0085,Medium,synthetic-design,AUDIT-communication_events-COM-00000081
COM-00000082,2025-02-16T13:11:17,data,PER-005904,PER-005921,,,,,LOC-004841,28.69,SYNTHETIC,,,true,,SCN-COM-0322,Medium,synthetic-design,AUDIT-communication_events-COM-00000082
COM-00000083,2025-05-07T10:06:16,data,PER-005974,PER-005980,,,,,LOC-009859,187.78,SYNTHETIC,,,true,,SCN-COM-0327,Medium,synthetic-design,AUDIT-communication_events-COM-00000083
COM-00000084,2024-06-19T13:58:12,data,PER-006115,PER-006137,,,,,LOC-008487,130.06,SYNTHETIC,,,true,,SCN-COM-0332,Medium,synthetic-design,AUDIT-communication_events-COM-00000084
COM-00000085,2024-05-05T09:02:40,call,PER-006192,PER-006212,,,,,LOC-009578,1.7,SYNTHETIC,,,true,,SCN-COM-0337,Medium,synthetic-design,AUDIT-communication_events-COM-00000085
COM-00000086,2024-07-01T10:50:20,call,PER-001524,PER-001527,,,,,LOC-003890,92.26,SYNTHETIC,,,true,,SCN-MIXED-0090,Medium,synthetic-design,AUDIT-communication_events-COM-00000086
COM-00000087,2024-08-26T19:40:27,call,PER-006315,PER-006317,,,,,LOC-004258,171.34,SYNTHETIC,,,true,,SCN-COM-0342,Medium,synthetic-design,AUDIT-communication_events-COM-00000087
COM-00000088,2024-07-05T22:33:08,data,PER-006422,PER-006429,,,,,LOC-005678,122.31,SYNTHETIC,,,true,,SCN-COM-0347,Medium,synthetic-design,AUDIT-communication_events-COM-00000088
COM-00000089,2024-09-23T10:58:13,message,PER-006524,PER-006528,,,,,LOC-005994,69.26,SYNTHETIC,,,true,,SCN-COM-0352,Medium,synthetic-design,AUDIT-communication_events-COM-00000089
COM-00000090,2024-06-11T09:01:26,sms,PER-006561,PER-006576,,,,,LOC-004178,96.44,SYNTHETIC,,,true,,SCN-COM-0357,Medium,synthetic-design,AUDIT-communication_events-COM-00000090
COM-00000091,2024-02-25T22:57:13,message,PER-001590,PER-001592,,,,,LOC-001330,92.14,SYNTHETIC,,,true,,SCN-MIXED-0095,Medium,synthetic-design,AUDIT-communication_events-COM-00000091
COM-00000092,2025-07-20T17:53:17,message,PER-006666,PER-006678,,,,,LOC-008815,64.69,SYNTHETIC,,,true,,SCN-COM-0362,Medium,synthetic-design,AUDIT-communication_events-COM-00000092
COM-00000093,2025-09-18T13:54:52,call,PER-006739,PER-006749,,,,,LOC-000263,42.67,SYNTHETIC,,,true,,SCN-COM-0367,Medium,synthetic-design,AUDIT-communication_events-COM-00000093
COM-00000094,2024-08-11T04:24:19,message,PER-006797,PER-006808,,,,,LOC-008627,263.3,SYNTHETIC,,,true,,SCN-COM-0372,Medium,synthetic-design,AUDIT-communication_events-COM-00000094
COM-00000095,2025-10-12T22:38:03,call,PER-006902,PER-006913,,,,,LOC-000363,20.06,SYNTHETIC,,,true,,SCN-COM-0377,Medium,synthetic-design,AUDIT-communication_events-COM-00000095
COM-00000096,2024-09-29T10:14:17,sms,PER-001686,PER-001695,,,,,LOC-004005,195.05,SYNTHETIC,,,true,,SCN-MIXED-0100,Medium,synthetic-design,AUDIT-communication_events-COM-00000096
COM-00000097,2024-09-12T17:07:46,data,PER-007005,PER-007014,,,,,LOC-001396,8.0,SYNTHETIC,,,true,,SCN-COM-0382,Medium,synthetic-design,AUDIT-communication_events-COM-00000097
COM-00000098,2024-02-24T23:47:26,data,PER-007076,PER-007088,,,,,LOC-002159,74.9,SYNTHETIC,,,true,,SCN-COM-0387,Medium,synthetic-design,AUDIT-communication_events-COM-00000098
COM-00000099,2024-06-24T07:28:28,sms,PER-007165,PER-007175,,,,,LOC-001259,16.59,SYNTHETIC,,,true,,SCN-COM-0392,Medium,synthetic-design,AUDIT-communication_events-COM-00000099
COM-00000100,2025-01-12T07:09:35,message,PER-007303,PER-007315,,,,,LOC-008050,46.81,SYNTHETIC,,,true,,SCN-COM-0397,Medium,synthetic-design,AUDIT-communication_events-COM-00000100
